reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,60,89,13,4,95,4,446.11089569999604,,446.0964141000295,446.11089569999604,447.11091069999384,447.11091069999384,447.11091069999384,448.4289426000323,t,1.3154672000091523,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
15,35,13,13,5,96,1,448.4441117999959,,448.4296010999824,448.4441117999959,449.44406660000095,449.44406660000095,449.44406660000095,450.395726000017,l,0.9428243999718688,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
67,75,119,13,6,97,5,450.41087279998465,,450.3963623000309,450.41087279998465,451.4110408999841,451.4110408999841,451.4110408999841,452.3788224000018,t,0.9577262999955565,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
49,60,89,14,0,98,4,452.394032399985,,452.37932160001947,452.394032399985,453.3941152000334,453.3941152000334,453.3941152000334,454.7621896000346,t,1.3647280000150204,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
27,50,21,14,1,99,2,454.77756409998983,,454.7628300000215,454.77756409998983,455.777569900034,455.777569900034,455.777569900034,456.6792459000135,l,0.8890241000335664,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
15,35,13,14,2,100,1,456.6940300000133,,456.6799178000074,456.6940300000133,457.69414829998277,457.69414829998277,457.69414829998277,458.8289755000151,t,1.1258477999945171,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
78,80,162,14,3,101,6,458.844168599986,,458.8296109000221,458.844168599986,459.8441112000146,459.8441112000146,459.8441112000146,460.9622672999976,t,1.1071448999573477,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
67,75,119,14,4,102,5,460.9775056000217,,460.9629461999866,460.9775056000217,461.977664200007,461.977664200007,461.977664200007,463.4623325000284,t,1.4681649999693036,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
11,30,7,14,5,103,0,463.4776530000381,,463.4629922999884,463.4776530000381,464.4776477999985,464.4776477999985,464.4776477999985,465.3955561000039,l,0.9066350999637507,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
40,55,62,14,6,104,3,465.41091420000885,,465.3961952000391,465.41091420000885,466.41102910001064,466.41102910001064,466.41102910001064,467.3957533999928,t,0.9785875000525266,None,003,001,2024-11-19_21h46.18.225,delay discounting,2024.1.5,None,2024-11-19 21h46.33.761299 +0530,
