reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,1,3,10,6,28.876165299967397,,28.86285739997402,28.876165299967397,29.876233600021806,29.876233600021806,29.876233600021806,33.42804359999718,t,3.540536399988923,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,1,4,11,5,33.44702959997812,,33.42969409999205,33.44702959997812,34.44284550001612,34.44284550001612,34.45963080000365,35.87785099999746,t,1.4282031999900937,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,1,5,12,3,35.892881500010844,,35.87901239999337,35.892881500010844,36.89301290002186,36.89301290002186,36.89301290002186,38.164081599970814,t,1.267078600008972,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,1,6,13,0,38.177790499990806,,38.16515279997839,38.177790499990806,39.17622109997319,39.17622109997319,39.19291899999371,40.96198819996789,l,1.7810136000043713,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,2,0,14,0,40.976078299980145,,40.96366619999753,40.976078299980145,41.97615729999961,41.97615729999961,41.97615729999961,43.028436599997804,l,1.039368400000967,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,2,1,15,3,43.0428517999826,,43.029627999989316,43.0428517999826,44.04288349999115,44.04288349999115,44.04288349999115,45.011753399972804,t,0.9657126999809407,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,2,2,16,6,45.027849600010086,,45.01303919998463,45.027849600010086,46.02618919999804,46.02618919999804,46.04309619998094,47.46182939998107,t,1.42557239998132,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,2,3,17,2,47.47803960001329,,47.46299139998155,47.47803960001329,48.47624920000089,48.47624920000089,48.49310279998463,49.5118507000152,l,1.0242167999967933,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,2,4,18,5,49.526248099980876,,49.51299919997109,49.526248099980876,50.526058899995405,50.526058899995405,50.526058899995405,51.31163279997418,t,0.7738587000058033,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,2,5,19,4,51.325981699978,,51.31290419999277,51.325981699978,52.32634530001087,52.32634530001087,52.32634530001087,53.34533260000171,t,1.0015361999976449,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,2,6,20,1,53.35967309999978,,53.34650500002317,53.35967309999978,54.35983909998322,54.35983909998322,54.35983909998322,55.76267610001378,l,1.400459700031206,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,3,0,21,4,55.777991999988444,,55.76396150002256,55.777991999988444,56.77615859999787,56.77615859999787,56.79297969996696,57.44470709998859,t,0.6561824000091292,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,3,1,22,5,57.4596995000029,,57.44620130001567,57.4596995000029,58.45965909998631,58.45965909998631,58.45965909998631,59.07842219999293,t,0.6118752000038512,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,3,2,23,6,59.09295000002021,,59.07948239997495,59.09295000002021,60.093142099969555,60.093142099969555,60.093142099969555,60.945817600004375,t,0.838687099982053,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,3,3,24,2,60.959572899970226,,60.947051299968734,60.959572899970226,61.95979970000917,61.95979970000917,61.95979970000917,62.72899019997567,l,0.7544317999854684,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,3,4,25,3,62.74331250000978,,62.730237199983094,62.74331250000978,63.7433245999855,63.7433245999855,63.7433245999855,64.42882729996927,t,0.6806901000090875,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,3,5,26,0,64.4429811000009,,64.42994359997101,64.4429811000009,65.44310490001226,65.44310490001226,65.44310490001226,66.34667850000551,l,0.9009174000239,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,3,6,27,1,66.36824649997288,,66.34791100001894,66.36824649997288,67.35970049997559,67.35970049997559,67.3762066999916,69.8282307999907,l,2.4600767999654636,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,4,0,28,5,69.84312079998199,,69.82948730001226,69.84312079998199,70.84299059998011,70.84299059998011,70.84299059998011,71.54536049999297,t,0.698989900003653,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,4,1,29,0,71.55955369997537,,71.54651159996865,71.55955369997537,72.56033609999577,72.56033609999577,72.56033609999577,73.32685289997607,l,0.7497378999833018,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,4,2,30,1,73.34290579997469,,73.32737539999653,73.34290579997469,74.3260970999836,74.3260970999836,74.34284210001351,76.64495829999214,l,2.3130053999484517,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,4,3,31,3,76.65972409996903,,76.64615729998332,76.65972409996903,77.65959619998466,77.65959619998466,77.65959619998466,79.11214410001412,t,1.440707099973224,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,4,4,32,6,79.12812609999673,,79.11363159999019,79.12812609999673,80.12628789996961,80.12628789996961,80.14307250001002,80.81165280001005,t,0.6685587000101805,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,4,5,33,2,80.82629190001171,,80.81283289997373,80.82629190001171,81.82638879999286,81.82638879999286,81.82638879999286,82.64549429999897,l,0.8029844000120647,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,4,6,34,4,82.65960539999651,,82.64669780002441,82.65960539999651,83.65987650002353,83.65987650002353,83.65987650002353,84.3619465000229,t,0.6888317000120878,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,5,0,35,5,84.37617930001579,,84.36342269997112,84.37617930001579,85.37638259999221,85.37638259999221,85.37638259999221,86.09538780001458,t,0.7156633000122383,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,5,1,36,4,86.10964490001788,,86.09660230000736,86.10964490001788,87.10954600002151,87.10954600002151,87.10954600002151,89.46183789998759,t,2.3423202999983914,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,5,2,37,3,89.47627829998964,,89.46308529999806,89.47627829998964,90.47638299997197,90.47638299997197,90.47638299997197,91.32798120001098,t,0.8409488999750465,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,5,3,38,2,91.34301060001599,,91.32917779998388,91.34301060001599,92.34319260000484,92.34319260000484,92.34319260000484,93.07825879997108,l,0.7219665999873541,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,5,4,39,6,93.09314329997869,,93.07995049998863,93.09314329997869,94.09320190001745,94.09320190001745,94.09320190001745,94.72824749996653,t,0.6221342000062577,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,5,5,40,1,94.74321280000731,,94.7294318000204,94.74321280000731,95.74336299998686,95.74336299998686,95.74336299998686,96.67851629998768,l,0.9202125000301749,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,5,6,41,0,96.69355229998473,,96.6797346000094,96.69355229998473,97.69311069999821,97.69311069999821,97.69311069999821,98.51163069996983,l,0.8052168000140227,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,6,0,42,1,98.52645930001745,,98.51286610000534,98.52645930001745,99.52643339999486,99.52643339999486,99.52643339999486,101.39580489997752,l,1.8554396000108682,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,6,1,43,6,101.40983810002217,,101.3970924000023,101.40983810002217,102.40984929999104,102.40984929999104,102.40984929999104,103.11217500001658,t,0.6995664999703877,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,6,2,44,3,103.12638149998384,,103.11344689998077,103.12638149998384,104.12638899998274,104.12638899998274,104.12638899998274,105.74518859997625,t,1.6120584999443963,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,6,3,45,4,105.75986059999559,,105.74643389997073,105.75986059999559,106.76002430001972,106.76002430001972,106.76002430001972,107.61213319998933,t,0.8356628000037745,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,6,4,46,5,107.62633589998586,,107.6133259999915,107.62633589998586,108.62623059999896,108.62623059999896,108.62623059999896,109.37812469998607,t,0.7454032999812625,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,6,5,47,2,109.39322009996977,,109.37936119997175,109.39322009996977,110.39329500001622,110.39329500001622,110.39329500001622,111.51210900000297,l,1.1112314000492916,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,6,6,48,0,111.5264113000012,,111.51314489997458,111.5264113000012,112.52640490001068,112.52640490001068,112.52640490001068,113.32833579997532,l,0.7853823000332341,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,7,0,49,4,113.34320870001102,,113.329533000011,113.34320870001102,114.34314539999468,114.34314539999468,114.34314539999468,115.14523770002415,t,0.7968897999962792,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,7,1,50,2,115.1597163999686,,115.14643600001,115.1597163999686,116.16039410000667,116.16039410000667,116.16039410000667,116.82844329997897,l,0.6630035000271164,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,7,2,51,1,116.84308959997725,,116.82964150002226,116.84308959997725,117.84333409997635,117.84333409997635,117.84333409997635,118.99528069997905,l,1.1445548000046983,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,7,3,52,0,119.00992330000736,,118.99646729999222,119.00992330000736,120.01001029997133,120.01001029997133,120.01001029997133,121.26220649998868,l,1.2345496999914758,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,7,4,53,5,121.2763628999819,,121.26333159999922,121.2763628999819,122.27664009999717,122.27664009999717,122.27664009999717,124.96257309999783,t,2.671023399976548,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,7,5,54,3,124.97632000001613,,124.96365009999136,124.97632000001613,125.97644120000768,125.97644120000768,125.97644120000768,126.92833439999959,t,0.9409828000352718,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,7,6,55,6,126.94319459999679,,126.92958519997774,126.94319459999679,127.94346599996788,127.94346599996788,127.94346599996788,131.19520660000853,t,3.234104799979832,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,8,0,56,2,131.21007109998027,,131.19637520000106,131.21007109998027,132.2101462999708,132.2101462999708,132.2101462999708,133.88025659997948,l,1.6676319999969564,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,8,1,57,1,133.894238399982,,133.88145749998512,133.894238399982,134.89331409998704,134.89331409998704,134.89331409998704,136.59556539996993,l,1.6989619000232778,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,8,2,58,6,136.60996759997215,,136.59680519998074,136.60996759997215,137.61023910000222,137.61023910000222,137.61023910000222,138.6119209000026,t,0.9984639000031166,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,8,3,59,5,138.62637929996708,,138.61313080001855,138.62637929996708,139.6267055000062,139.6267055000062,139.6267055000062,140.4287346000201,t,0.7924337000004016,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,8,4,60,3,140.4435686999932,,140.43020040000556,140.4435686999932,141.44346510001924,141.44346510001924,141.44346510001924,146.6624249999877,t,5.202531200018711,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,8,5,61,4,146.67657900002087,,146.66348699998343,146.67657900002087,147.6766207999899,147.6766207999899,147.6766207999899,148.5120995999896,t,0.8184062000364065,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,8,6,62,0,148.52644739998505,,148.51329759997316,148.52644739998505,149.52644200000213,149.52644200000213,149.52644200000213,150.2288116000127,l,0.6928822000045329,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,9,0,63,5,150.2435698999907,,150.22998539998662,150.2435698999907,151.24351780000143,151.24351780000143,151.24351780000143,151.92864220001502,t,0.6741842000046745,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,9,1,64,4,151.94321489997674,,151.92982119997032,151.94321489997674,152.94355620001443,152.94355620001443,152.94355620001443,159.02886570000555,t,6.073129200027324,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,9,2,65,0,159.04366849997314,,159.02993319998495,159.04366849997314,160.04360149998683,160.04360149998683,160.04360149998683,160.94516180001665,l,0.884226199996192,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,9,3,66,1,160.96006229997147,,160.9463571999804,160.96006229997147,161.96009980002418,161.96009980002418,161.96009980002418,163.61276619997807,l,1.6505392999970354,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,9,4,67,2,163.62680029997136,,163.61396290000994,163.62680029997136,164.62658009998268,164.62658009998268,164.62658009998268,165.4449450999964,l,0.8012820999720134,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,9,5,68,6,165.4598762000096,,165.44592079997528,165.4598762000096,166.46029859996634,166.46029859996634,166.46029859996634,170.02972890000092,t,3.5670718000037596,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,9,6,69,3,170.04355770000257,,170.0310719999834,170.04355770000257,171.04335569997784,171.04335569997784,171.04335569997784,177.69683709996752,t,6.6499668000033125,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,10,0,70,1,177.71008589997655,,177.69793480000226,177.71008589997655,178.7102431000094,178.7102431000094,178.7102431000094,184.99564729997655,l,6.278231500007678,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,10,1,71,0,185.0109145999886,,184.99683879996883,185.0109145999886,186.01054190000286,186.01054190000286,186.01054190000286,191.2628728999989,l,5.2406091000302695,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,10,2,72,2,191.27659770002356,,191.26399800000945,191.27659770002356,192.27665179996984,192.27665179996984,192.27665179996984,193.29549320001388,l,1.007030900043901,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,10,3,73,5,193.3115846000146,,193.29679459996987,193.3115846000146,194.31025749997934,194.31025749997934,194.3267531999736,195.72740299999714,t,1.4004717000061646,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,10,4,74,4,195.74339720001444,,195.72807309997734,195.74339720001444,196.7266832999885,196.7266832999885,196.74345150002046,198.36293679999653,t,1.6341595000121742,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,10,5,75,6,198.37744890002068,,198.3641593999928,198.37744890002068,199.3767388999695,199.3767388999695,199.3767388999695,200.21243959997082,t,0.8252282000030391,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,10,6,76,3,200.22662699996727,,200.21359990001656,200.22662699996727,201.22672149998834,201.22672149998834,201.22672149998834,203.7458278000122,t,2.502390999987256,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,11,0,77,0,203.76023139996687,,203.74701649998315,203.76023139996687,204.76041149999946,204.76041149999946,204.76041149999946,205.99622909998288,l,1.2322944999905303,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,11,1,78,6,206.0103717999882,,205.9972750999732,206.0103717999882,207.01035509997746,207.01035509997746,207.01035509997746,207.64538419997552,t,0.6304823000100441,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,11,2,79,5,207.6604328000103,,207.64660739997635,207.6604328000103,208.66050170001108,208.66050170001108,208.66050170001108,209.82878380001057,t,1.1555558000109158,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,11,3,80,2,209.84374969999772,,209.83011480001733,209.84374969999772,210.84353830001783,210.84353830001783,210.84353830001783,211.62884399999166,l,0.7748048999928869,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,11,4,81,1,211.64351560000796,,211.6301536000101,211.64351560000796,212.64364369999385,212.64364369999385,212.64364369999385,215.01209450000897,l,2.352884299994912,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,11,5,82,3,215.02674669999396,,215.01322700001765,215.02674669999396,216.02682650001952,216.02682650001952,216.02682650001952,218.97898899996653,t,2.944042499992065,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,11,6,83,4,218.99398420000216,,218.98015469999518,218.99398420000216,219.99379570002202,219.99379570002202,219.99379570002202,221.36260799999582,t,1.3656677000108175,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,12,0,84,3,221.37667640001746,,221.36378030001651,221.37667640001746,222.3769138000207,222.3769138000207,222.3769138000207,223.39612280001165,t,1.0154375999700278,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,12,1,85,2,223.4114521999727,,223.3972862000228,223.4114521999727,224.41045059997123,224.41045059997123,224.42680680000922,225.94529220002005,l,1.5176113999914378,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,12,2,86,6,225.96051850001095,,225.9464811999933,225.96051850001095,226.96044699999038,226.96044699999038,226.96044699999038,228.0456035999814,t,1.0673503000289202,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,12,3,87,0,228.06033920001937,,228.0468080000137,228.06033920001937,229.06065609998768,229.06065609998768,229.06065609998768,230.16418520000298,l,1.087616299977526,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,12,4,88,5,230.17679549998138,,230.1652860000031,230.17679549998138,231.1770141000161,231.1770141000161,231.1770141000161,232.0128687999677,t,0.8235988999949768,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,12,5,89,4,232.02674950001528,,232.01391229999717,232.02674950001528,233.02679709997028,233.02679709997028,233.02679709997028,233.82868679997046,t,0.7904217999894172,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,12,6,90,1,233.8461035999935,,233.8299122999888,233.8461035999935,234.84371320001082,234.84371320001082,234.86048329999903,235.76239210000494,l,0.9044454999966547,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
67,75,119,13,0,91,5,235.77794729999732,,235.76416829996742,235.77794729999732,236.7768153999932,236.7768153999932,236.7768153999932,237.49546519998694,t,0.7041409999947064,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
49,60,89,13,1,92,4,237.51150069996947,,237.49668410001323,237.51150069996947,238.51041129999794,238.51041129999794,238.5269321000087,239.26284039998427,t,0.7356239999644458,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
40,55,62,13,2,93,3,239.27702949999366,,239.26390849996824,239.27702949999366,240.2768170000054,240.2768170000054,240.2768170000054,241.24676890001865,t,0.9677600000286475,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
78,80,162,13,3,94,6,241.2610498999711,,241.24801189999562,241.2610498999711,242.2606527999742,242.2606527999742,242.2606527999742,243.09580730000744,t,0.8230982999666594,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
11,30,7,13,4,95,0,243.11031670001103,,243.09716429997934,243.11031670001103,244.11066080001183,244.11066080001183,244.11066080001183,244.8960471000173,l,0.7798960999934934,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
15,35,13,13,5,96,1,244.91043639997952,,244.89715279999655,244.91043639997952,245.91037270001834,245.91037270001834,245.91037270001834,247.2795058999909,l,1.3562453999766149,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
27,50,21,13,6,97,2,247.29379630001495,,247.28061030001845,247.29379630001495,248.29379039997002,248.29379039997002,248.29379039997002,249.0633722000057,t,0.7663800999871455,None,004,001,2024-11-19_23h30.40.897,delay discounting,2024.1.5,None,2024-11-19 23h30.51.462029 +0530,
