reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
67,75,119,2,2,16,5,86.98956329998327,,86.97520589997293,86.98956329998327,87.9895854999777,87.9895854999777,87.9895854999777,90.39148089999799,t,2.3996684000012465,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,2,3,17,4,90.40634789998876,,90.39212400000542,90.40634789998876,91.40670039999532,91.40670039999532,91.40670039999532,94.90919189999113,l,3.4999125000322238,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,2,4,18,3,94.9230503999861,,94.90967429999728,94.9230503999861,95.92349419998936,95.92349419998936,95.92349419998936,96.57437049999135,t,0.6340142000117339,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,2,5,19,1,96.58984869997948,,96.57502430002205,96.58984869997948,97.57308220001869,97.57308220001869,97.58959920000052,99.15760370000498,t,1.5799742999952286,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,2,6,20,0,99.17293800000334,,99.15805309999269,99.17293800000334,100.17352459998801,100.17352459998801,100.17352459998801,101.89249050000217,l,1.7166135999723338,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,3,0,21,6,101.90674449998187,,101.89317559998017,101.90674449998187,102.90662449999945,102.90662449999945,102.90662449999945,104.34069430001546,t,1.4240469999494962,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,3,1,22,4,104.35633280000184,,104.34115749999182,104.35633280000184,105.33995440002764,105.33995440002764,105.35659909999231,107.95798409997951,l,2.6007420000387356,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,3,2,23,3,107.97323930001585,,107.95863290003035,107.97323930001585,108.97351919999346,108.97351919999346,108.97351919999346,111.9577623999794,t,2.9765412000124343,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,3,3,24,2,111.9733115999843,,111.95832119998522,111.9733115999843,112.97356900002342,112.97356900002342,112.97356900002342,113.85993350000354,l,0.87724669999443,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,3,4,25,0,113.8744427000056,,113.86097480001627,113.8744427000056,114.87329489999684,114.87329489999684,114.88997949997429,117.65802029997576,l,2.7806909999926575,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,3,5,26,1,117.67319340002723,,117.65847760002362,117.67319340002723,118.67336080002133,118.67336080002133,118.67336080002133,123.70800360001158,t,5.022113899991382,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,3,6,27,5,123.72305680002319,,123.70868829998653,123.72305680002319,124.72359010000946,124.72359010000946,124.72359010000946,127.09168860001955,t,2.3542892999830656,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,4,0,28,6,127.10681730002398,,127.09236780001083,127.10681730002398,128.08947320003062,128.08947320003062,128.10636620002333,129.59128880000208,t,1.48991040000692,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,4,1,29,2,129.60642510000616,,129.59195969998837,129.60642510000616,130.60644449997926,130.60644449997926,130.60644449997926,131.89133720000973,l,1.2783000999479555,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,4,2,30,4,131.90686430002097,,131.89199610002106,131.90686430002097,132.90669879998313,132.90669879998313,132.90669879998313,137.574286499992,t,4.662484000029508,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,4,3,31,1,137.5897660999908,,137.5747559000156,137.5897660999908,138.5898986000102,138.5898986000102,138.5898986000102,140.80922340002144,t,2.2171267999801785,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,4,4,32,3,140.823015699978,,140.80985199997667,140.823015699978,141.8232736000209,141.8232736000209,141.8232736000209,143.84185269998852,t,2.002895499987062,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,4,5,33,0,143.85660459997598,,143.84255529998336,143.85660459997598,144.85608870000578,144.85608870000578,144.85608870000578,152.25814099999843,l,7.397771299991291,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,4,6,34,5,152.27307320002,,152.25870449998183,152.27307320002,153.2735850000172,153.2735850000172,153.2735850000172,160.85751110001002,l,7.575000800017733,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,5,0,35,5,160.87365379999392,,160.8579329000204,160.87365379999392,161.85678370000096,161.85678370000096,161.87335720000556,162.50833089998923,t,0.6462148000136949,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,5,1,36,4,162.52361149998615,,162.5089915000135,162.52361149998615,163.52367710002,163.52367710002,163.52367710002,166.7750035999925,t,3.236952100007329,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,5,2,37,3,166.79003720002947,,166.77566159999697,166.79003720002947,167.7901942000026,167.7901942000026,167.7901942000026,168.94250519998604,t,1.1500552000361495,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,5,3,38,6,168.9566229999764,,168.94301619997714,168.9566229999764,169.95679470000323,169.95679470000323,169.95679470000323,171.00809880002635,t,1.0369307000073604,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,5,4,39,1,171.02367040002719,,171.0086624000105,171.02367040002719,172.02303089998895,172.02303089998895,172.02303089998895,173.17507659998955,l,1.1371571999625303,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,5,5,40,2,173.19014010002138,,173.1757432000013,173.19014010002138,174.19034450000618,174.19034450000618,174.19034450000618,175.35812260000966,l,1.1512538999668323,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,5,6,41,0,175.37367390003055,,175.35861619998468,175.37367390003055,176.37359969998943,176.37359969998943,176.37359969998943,177.4582470000023,l,1.0778081000316888,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,6,0,42,4,177.4735755000147,,177.45889130001888,177.4735755000147,178.47349569998914,178.47349569998914,178.47349569998914,179.69103099999484,l,1.2075021000346169,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,6,1,43,0,179.70678820001194,,179.69148380000843,179.70678820001194,180.70724189997418,180.70724189997418,180.70724189997418,181.94143900001654,l,1.2176192000042647,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,6,2,44,1,181.9573945000302,,181.94201200001407,181.9573945000302,182.95705810002983,182.95705810002983,182.95705810002983,185.09190739999758,l,2.122625500021968,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,6,3,45,2,185.10698340000818,,185.0925714999903,185.10698340000818,186.1068946000305,186.1068946000305,186.1068946000305,187.35848170000827,l,1.244342099991627,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,6,4,46,5,187.37313469999935,,187.3590772000025,187.37313469999935,188.37381830002414,188.37381830002414,188.37381830002414,189.69121359998826,t,1.3077571999747306,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,6,5,47,6,189.7067685999791,,189.69174270000076,189.7067685999791,190.70659259997774,190.70659259997774,190.70659259997774,191.72526039998047,t,1.0016452000127174,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,6,6,48,3,191.74014840001473,,191.7258531000116,191.74014840001473,192.74043419997906,192.74043419997906,192.74043419997906,194.45824140001787,t,1.7108344999724068,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,7,0,49,6,194.47355759999482,,194.45879980002064,194.47355759999482,195.4734649999882,195.4734649999882,195.4734649999882,196.6417111000046,t,1.1510637999745086,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,7,1,50,5,196.65709980000975,,196.64243200002238,196.65709980000975,197.65750660002232,197.65750660002232,197.65750660002232,199.607460899977,t,1.9392870000447147,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,7,2,51,0,199.6233439000207,,199.6078881000285,199.6233439000207,200.6070550000295,200.6070550000295,200.62377920001745,202.02454090001993,l,1.4141428000293672,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,7,3,52,2,202.04018210002687,,202.02493409998715,202.04018210002687,203.02516110002762,203.02516110002762,203.04148000001442,207.47501910000574,l,4.433532199996989,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,7,4,53,3,207.4898812000174,,207.4755315000075,207.4898812000174,208.49050000001444,208.49050000001444,208.49050000001444,210.10864599997876,t,1.6056401999667287,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,7,5,54,1,210.12344390002545,,210.10923679999541,210.12344390002545,211.12368239997886,211.12368239997886,211.12368239997886,212.6084004000295,l,1.4800042000133544,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,7,6,55,4,212.62357220001286,,212.60895449999953,212.62357220001286,213.62363119999645,213.62363119999645,213.62363119999645,214.8759313999908,l,1.250351499998942,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,8,0,56,6,214.8898095000186,,214.87647130002733,214.8898095000186,215.89072790002683,215.89072790002683,215.89072790002683,217.04191010002978,t,1.1366609000251628,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,8,1,57,1,217.05682759999763,,217.04256640002131,217.05682759999763,218.056963799987,218.056963799987,218.056963799987,225.25837440002942,l,7.193240699998569,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,8,2,58,4,225.27373459999217,,225.25881490000756,225.27373459999217,226.27395040000556,226.27395040000556,226.27395040000556,227.92574769997736,l,1.6495561000192538,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,8,3,59,3,227.94038420001743,,227.92630950000603,227.94038420001743,228.9404448000132,228.9404448000132,228.9404448000132,230.09156959998654,t,1.1448845000122674,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,8,4,60,2,230.1068395000184,,230.0920864000218,230.1068395000184,231.10742309998022,231.10742309998022,231.10742309998022,232.52471520000836,l,1.4044149999972433,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,8,5,61,0,232.54006099997787,,232.52520470001036,232.54006099997787,233.5405313000083,233.5405313000083,233.5405313000083,310.12503320001997,l,76.56805250002071,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,8,6,62,5,310.1405698999879,,310.12547510000877,310.1405698999879,311.1237888999749,311.1237888999749,311.14049710001564,312.7924243999878,t,1.6583324000239372,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,9,0,63,1,312.80726610001875,,312.79292149998946,312.80726610001875,313.80730490002315,313.80730490002315,313.80730490002315,315.0255427000229,l,1.2087932999711484,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,9,1,64,2,315.0405484000221,,315.026203299989,315.0405484000221,316.0407227000105,316.0407227000105,316.0407227000105,317.6256625999813,l,1.5812765000155196,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,9,2,65,5,317.64072889997624,,317.6261823999812,317.64072889997624,318.64086859999225,318.64086859999225,318.64086859999225,319.65899440000067,t,1.0152668000082485,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,9,3,66,4,319.67367170000216,,319.65942600002745,319.67367170000216,320.6741499999771,320.6741499999771,320.6741499999771,324.1758371000178,t,3.497999900020659,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,9,4,67,3,324.19069309998304,,324.17639169999165,324.19069309998304,325.1910292999819,325.1910292999819,325.1910292999819,326.3755674000131,t,1.1695092999725603,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,9,5,68,6,326.39046889997553,,326.3761549000046,326.39046889997553,327.3908886000281,327.3908886000281,327.3908886000281,328.2259850000264,t,0.8269730000174604,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,9,6,69,0,328.2409202000126,,328.22660039999755,328.2409202000126,329.2410819000215,329.2410819000215,329.2410819000215,330.2923072000267,l,1.0365629000007175,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,10,0,70,0,330.30767439998453,,330.29297100001713,330.30767439998453,331.3074307999923,331.3074307999923,331.3074307999923,332.60887860000366,l,1.292292499972973,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,10,1,71,3,332.6239411000279,,332.6095858999761,332.6239411000279,333.6242968000006,333.6242968000006,333.6242968000006,334.60819609998725,t,0.9705552000086755,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,10,2,72,4,334.6242488999851,,334.60867919999873,334.6242488999851,335.60765979997814,335.60765979997814,335.6244307999732,336.741483299993,t,1.1173609999823384,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,10,3,73,5,336.7571786000044,,336.7420112999971,336.7571786000044,337.75793760002125,337.75793760002125,337.75793760002125,339.17570610000985,t,1.4048514000023715,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,10,4,74,6,339.19082289998187,,339.17644629999995,339.19082289998187,340.1909614999895,340.1909614999895,340.1909614999895,340.9926355999778,t,0.799566000001505,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,10,5,75,2,341.00753350002924,,340.9930819000001,341.00753350002924,342.00776840001345,342.00776840001345,342.00776840001345,343.3255943999975,l,1.3109373999759555,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,10,6,76,1,343.34065420000115,,343.3261620000121,343.34065420000115,344.34097870002734,344.34097870002734,344.34097870002734,345.4586615000153,l,1.108105399995111,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,11,0,77,4,345.4741516999784,,345.4593243999989,345.4741516999784,346.4742910999921,346.4742910999921,346.4742910999921,348.10879999998724,t,1.631866900017485,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,11,1,78,6,348.1238426999771,,348.10921550000785,348.1238426999771,349.12426529999357,349.12426529999357,349.12426529999357,349.89217080001254,t,0.7622568999649957,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,11,2,79,2,349.90723670000443,,349.8928055000142,349.90723670000443,350.9078357000253,350.9078357000253,350.9078357000253,352.0427694999962,l,1.1327177999773994,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,11,3,80,3,352.057182700024,,352.043388399994,352.057182700024,353.05782049999107,353.05782049999107,353.05782049999107,353.9442777999793,t,0.8812978999922052,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,11,4,81,5,353.95875480002724,,353.9453604000155,353.95875480002724,354.9577939999872,354.9577939999872,354.9739764999831,357.2086473000236,t,2.234944900032133,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,11,5,82,0,357.22425319999456,,357.20911049999995,357.22425319999456,358.2242857000092,358.2242857000092,358.2242857000092,360.54243720002705,t,2.3016180000267923,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,11,6,83,1,360.55747150001116,,360.5430870000273,360.55747150001116,361.55755099997623,361.55755099997623,361.55755099997623,363.14332209998975,t,1.5816239999840036,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,12,0,84,0,363.15747829998145,,363.1438898000051,363.15747829998145,364.15761669998756,364.15761669998756,364.15761669998756,365.42527070001233,l,1.265798700042069,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,12,1,85,4,365.4406515000155,,365.42574179999065,365.4406515000155,366.44118309998885,366.44118309998885,366.44118309998885,367.19222060003085,t,0.7400664999731816,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,12,2,86,2,367.20763630000874,,367.1927172000287,367.20763630000874,368.2076284000068,368.2076284000068,368.2076284000068,369.05906759999925,t,0.8361992000136524,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,12,3,87,6,369.0742728000041,,369.05965459998697,369.0742728000041,370.0742441000184,370.0742441000184,370.0742441000184,370.8257692999905,t,0.7495101999957114,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,12,4,88,1,370.8406837999937,,370.82625069998903,370.8406837999937,371.8410857000272,371.8410857000272,371.8410857000272,373.274826399982,t,1.4257692999672145,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,12,5,89,3,373.29090550000547,,373.2752729000058,373.29090550000547,374.29102770000463,374.29102770000463,374.29102770000463,375.2421976000187,t,0.9424800000269897,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,12,6,90,5,375.25737250002567,,375.2427468000096,375.25737250002567,376.2424108000123,376.2424108000123,376.25897610001266,377.5425687999814,t,1.286410500004422,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
78,80,162,13,0,91,6,377.55746009998256,,377.5431677000015,377.55746009998256,378.55777610000223,378.55777610000223,378.55777610000223,379.6925917000044,t,1.131602399982512,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
11,30,7,13,1,92,0,379.70752890000585,,379.69304689997807,379.70752890000585,380.70789890002925,380.70789890002925,380.70789890002925,381.6089213999803,l,0.8982230999972671,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
27,50,21,13,2,93,2,381.6238608999993,,381.60946080001304,381.6238608999993,382.62418510002317,382.62418510002317,382.62418510002317,384.17501240002457,t,1.5348679999588057,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
40,55,62,13,3,94,3,384.19089129997883,,384.1754164000158,384.19089129997883,385.1742610000074,385.1742610000074,385.1910695999977,385.976539700001,t,0.7984646999975666,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
67,75,119,13,4,95,5,385.9910134000238,,385.97698869998567,385.9910134000238,386.9909393999842,386.9909393999842,386.9909393999842,388.1096698999754,t,1.1168578999931924,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
49,60,89,13,5,96,4,388.1245201000129,,388.1102230999968,388.1245201000129,389.1246462999843,389.1246462999843,389.1246462999843,390.7923250999884,l,1.6585464000236243,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
15,35,13,13,6,97,1,390.80773390003014,,390.79293450003024,390.80773390003014,391.8075078999973,391.8075078999973,391.8075078999973,392.54215049999766,t,0.7314672999782488,None,499777,001,2024-11-18_13h41.49.817,delay discounting,2024.1.5,None,2024-11-18 13h41.51.946559 +0530,
